"Hillnumber","Hillname","_Section","ParentMa","ParentSMC","Metres","Feet","Gridref","Gridref10","Colgridref","Colheight","Drop","Feature","Observations","Survey","Revision","Comments","Map","Map25","Xcoord","Ycoord","Latitude","Longitude","GridrefXY","Country","Tumponly","MVNumber","classification"
2757,"Fiend's Fell",35.1,2707,NULL,634,2080,"NY643406","NY 64385 40630","NY646401",607,27,"stone 15m NE of cairn","summit probably lies within 10m of this point; trig point 70m W at NY64315 40656 is lower",NULL,"2012-12-10 00:00:00",NULL,"86","OL31W",364385,540631,54.759357,-2.554969,"NY6438540631","E",0,NULL,"{N,sSim}"
2759,"Randygill Top",35.1,2755,NULL,624,2047,"NY687000","NY 68713 00038","SD686989",493,131,"cairn","ground 5m SE and 5m SW is as high","Abney level","2012-12-10 00:00:00",NULL,"91","OL19S",368713,500038,54.39486,-2.483379,"NY6871300038","E",0,NULL,"{Hu,Sim,Hew,N}"
2760,"Bush Howe",35.1,2732,NULL,623,2044,"SD659980","SD 65904 98083","SD660979",605,18,"small pile of stones by path",NULL,"Abney level","2012-08-15 00:00:00",NULL,"97","OL19S",365904,498083,54.377109,-2.526415,"SD6590498083","E",0,NULL,"{N}"
2761,"Cold Fell",35.1,NULL,NULL,621,2037,"NY605556","NY 60573 55635","NY626503",453,168,"trig point",NULL,NULL,"2012-12-10 00:00:00",NULL,"86","OL43W",360573,555637,54.893907,-2.616252,"NY6057355637","E",0,NULL,"{Ma,Sim,Hew,N}"
2762,"Long Fell",35.1,2711,NULL,623.5,2046,"NY768198","NY 76871 19810","NY 77220 19730",607,16.5,"no feature: ground 8m SW of cairn","grassy knoll with exploded shell casing 130m E at NY 77009 19823 is 1m lower; also just lower than Tinside Rigg","Leica NA730/Leica GS15","2016-11-18 00:00:00","Promoted to Nuttall November 2016; col measured as 607.0m","91","OL19N",376871,519811,54.572987,-2.359289,"NY7687119811","E",0,NULL,"{N}"
2763,"Bellbeaver Rigg",35.1,2714,NULL,620.1,2034,"NY762350","NY 76288 35080","NY 7710 3573",591.4,28.7,"ground by cairn at NW of summit area","cairn 190m SE at NY 76455 34995 is lower","Abney level/Leica RX1250","2014-04-08 00:00:00",NULL,"91","OL31W",376288,535081,54.710185,-2.36955,"NY7628835081","E",0,NULL,"{N,sSim}"
2764,"Bink Moss",35.1,2711,NULL,619,2031,"NY875242","NY 87590 24281","NY868245",576,43,"two posts with surrounding stones","large area surrounding this position is of same height","Abney level","2009-11-20 00:00:00",NULL,"91 92","OL19N",387590,524282,54.613546,-2.193672,"NY8759024282","E",0,NULL,"{Sim,Hew,N}"
2765,"Bullman Hills",35.1,2707,NULL,610,2001,"NY705373","NY 70589 37340","NY707372",592,18,"cairn",NULL,NULL,"2012-08-15 00:00:00",NULL,"91","OL31W",370589,537341,54.730194,-2.45823,"NY7058937341","E",0,NULL,"{N}"
2766,"The Dodd",35.1,2714,NULL,614,2014,"NY791457","NY 79159 45761","NY791450",583,31,"mound 120m SW of cairn","very featureless area; ground 30m NE at NY 79185 45780 is as high; cairn (NY 79230 45860) about 1m lower than highest point","Abney level","2001-10-28 00:00:00",NULL,"86 87","OL31W",379159,545762,54.806299,-2.32576,"NY7915945762","E",0,NULL,"{Sim,Hew,N}"
2767,"Flinty Fell",35.1,2714,NULL,614.6,2016,"NY770419","NY 77094 41978","NY783418",571,44,"no feature","summit 285m N at NY 77057 42259 is 0.2m lower",NULL,"2020-08-09 00:00:00",NULL,"86 87","OL31W",377094,541979,54.772213,-2.357586,"NY7709441979","E",0,NULL,"{Sim,Hew,N}"
2768,"Middlehope Moor [Burtree Fell]",35.1,2714,NULL,612,2008,"NY862432","NY 86252 43211","NY851432",574,38,"cairn","ground 20m E at NY 86271 43212 is as high; trig point 600m ESE at NY 86791 42960 is lower","Abney level","2001-10-28 00:00:00",NULL,"87","OL31W",386252,543212,54.78363,-2.215288,"NY8625243212","E",0,NULL,"{Sim,Hew,N}"
2770,"Thack Moor",35.1,2707,NULL,609.65,2000,"NY611462","NY 61166 46278","NY636456",552,58,"no feature on N side of wall","trig point 15m W at NY 61153 46279 is 0.1m lower and ground 15m SE by wall at NY 61179 46266 is 1cm lower","Leica NA730/Leica 530","2016-09-06 00:00:00","See Database Notes","86","OL31W",361166,546279,54.809867,-2.605742,"NY6116646279","E",0,NULL,"{Sim,Hew,N}"
2779,"Whernside",35.2,NULL,NULL,736.6,2417,"SD738815","SD 73891 81545","SD 7936 9253",328.4,408.3,"ground by path 140m NNE of trig point",NULL,NULL,"2021-12-11 00:00:00",NULL,"98","OL2W",373891,481545,54.228953,-2.402008,"SD7389181545","E",0,NULL,"{Ma,Sim,Hew,N,CoH,CoU,CoA}"
2780,"Ingleborough",35.2,NULL,NULL,724,2375,"SD741745","SD 74125 74587","SD759795",297,427,"large cairn between trig point and shelter","trig point (SD74119 74560) is 25m S; cairn 60m W at SD 74066 74585 is probably lower","Abney level","2012-09-02 00:00:00",NULL,"98","OL2W",374125,474586,54.166431,-2.397818,"SD7412574586","E",0,NULL,"{Ma,Sim,Hew,N}"
2781,"Great Whernside",35.2,NULL,NULL,704,2310,"SE002739","SE 00205 73915","SD788832",416,288,"very large cairn","rock 3m S is highest visible ground but higher ground may lie under cairn; trig point (SE 00202 73907) and rock 4m E are lower",NULL,"2001-10-28 00:00:00",NULL,"98","OL30S",400205,473914,54.161049,-1.998358,"SE0020573914","E",0,NULL,"{Ma,Sim,Hew,N}"
2782,"Buckden Pike",35.2,NULL,NULL,702,2303,"SD960787","SD 96080 78792","SD990758",495,207,"trig point",NULL,NULL,"2001-10-28 00:00:00",NULL,"98","OL30S",396080,478791,54.204865,-2.061596,"SD9608078791","E",0,NULL,"{Ma,Sim,Hew,N}"
2783,"Pen-y-ghent",35.2,NULL,NULL,694,2277,"SD838733","SD 83854 73383","SD833821",388,306,"rock 3m SE of trig point",NULL,"obvious summit","2001-10-28 00:00:00",NULL,"98","OL2W",383854,473382,54.15601,-2.248739,"SD8385473382","E",0,NULL,"{Ma,Sim,Hew,N}"
2784,"Great Coum",35.2,NULL,NULL,687,2254,"SD700835","SD 70087 83584","SD723819",466,221,"small cairn",NULL,NULL,"2009-06-08 00:00:00",NULL,"98","OL2W",370087,483584,54.247069,-2.460563,"SD7008783584","E",0,NULL,"{Ma,Sim,Hew,N}"
2785,"Plover Hill",35.2,2783,NULL,679.9,2231,"SD849752","SD 84925 75207","SD840742",621,59,"cairn","very flat summit area","Abney level/Leica RX1250","2013-11-04 00:00:00",NULL,"98","OL2W OL30S",384925,475206,54.172433,-2.232428,"SD8492575206","E",0,NULL,"{Sim,Hew,N}"
2786,"Great Knoutberry Hill",35.2,NULL,NULL,672,2205,"SD788871","SD 78866 87160","SD947806",418,254,"ground within apex of fence and wall near wind shelter and trig point","trig point is 4m W at SD 78861 87158 and windshelter is 10m E at SD 78877 87162","Abney level","2001-10-28 00:00:00",NULL,"98","OL2W",378866,487160,54.279647,-2.326092,"SD7886687160","E",0,NULL,"{Ma,Sim,Hew,N}"
2787,"Dodd Fell Hill",35.2,NULL,NULL,668,2192,"SD841845","SD 84100 84583","SD797842",436,232,"ground 8m SE of trig point","natural ground at base of trig point is 5-10cm lower","Abney level","2018-07-16 00:00:00",NULL,"98","OL2W OL30S",384100,484582,54.256677,-2.245568,"SD8410084582","E",0,NULL,"{Ma,Sim,Hew,N}"
2788,"Fountains Fell",35.2,NULL,NULL,668,2192,"SD864715","SD 86417 71586","SD846716",425,243,"grassy knoll 15m N of cairn","knoll is 40cm higher than base of cairn which is at SD 86413 71571","Abney level","2001-10-28 00:00:00",NULL,"98","OL2S OL2W OL30S",386417,471585,54.139934,-2.209411,"SD8641771585","E",0,NULL,"{Ma,Sim,Hew,N}"
2789,"Fountains Fell South Top",35.2,2788,NULL,663.4,2177,"SD868707","SD 86892 70794","SD 8656 7123",647.2,16.2,"no feature 20m E of fence","ground 15m S at SD 86889 70779 is lower","Abney level","2018-10-19 00:00:00",NULL,"98","OL2S OL2W OL30S",386892,470793,54.132829,-2.202105,"SD8689270793","E",0,NULL,"{N}"
2790,"Simon Fell",35.2,2780,NULL,649,2129,"SD754751","SD 75465 75181","SD749748",617,32,"small cairn 20m W of wall",NULL,"Abney level","2020-03-31 00:00:00","summit 649.0m","98","OL2W",375465,475180,54.171836,-2.377342,"SD7546575180","E",0,NULL,"{Sim,Hew,N}"
2791,"Yockenthwaite Moor",35.2,2787,NULL,643,2110,"SD909810","SD 90904 81099","SD882823",557,86,"a few stones 6m W of trig point",NULL,"Abney level","2012-12-10 00:00:00",NULL,"98","OL30S",390904,481098,54.225533,-2.14102,"SD9090481098","E",0,NULL,"{Sim,Hew,N}"
2792,"Green Hill",35.2,2784,NULL,628.3,2061,"SD702821","SD 70241 82106","SD 7011 8262",603,25.3,"no feature","50m E of the county boundary wall. Cairn at SD 70164 82007 on the W side of the wall is 0.75m lower",NULL,"2021-12-11 00:00:00","Lancashire county top transferred to hill 2793 Gragareth in 2014. All higher ground on Green Hill is in Cumbria. Bridge summit 560m S at SD701815. Nuttall summit at SD701820.","98","OL2W",370241,482106,54.233795,-2.458052,"SD7024182106","E",0,NULL,"{N,sSim}"
2793,"Gragareth",35.2,2784,NULL,628,2060,"SD688793","SD 68887 79312","SD 6997 8110",595.2,32.8,"small cairn 100m E of trig point","trig point is at SD 68793 79309","Leica RX1250","2014-04-08 00:00:00","Lancashire county top transferred from hill 2792 Green Hill in April 2014. Measured height is 628.0m","98","OL2W",368886,479312,54.208608,-2.478541,"SD6888679312","E",0,NULL,"{Sim,Hew,N,CoU,CoA}"
2795,"Darnbrook Fell",35.2,2788,NULL,624,2047,"SD884727","SD 88459 72784","SD875724",584,40,"peat hag near trig point","trig point is 15m NW at SD 88451 72797","Abney level","2012-12-10 00:00:00",NULL,"98","OL30S",388459,472783,54.150752,-2.1782,"SD8845972783","E",0,NULL,"{Sim,Hew,N}"
2796,"Drumaldrace",35.2,2787,NULL,614,2014,"SD873867","SD 87359 86709","SD864854",548,66,"small cairn c 16m WNW of large cairn","large cairn is in a depression","Abney level","2012-12-10 00:00:00",NULL,"98","OL2W OL30S",387359,486709,54.275876,-2.195633,"SD8735986709","E",0,NULL,"{Sim,Hew,N}"
2797,"Calf Top",35.2,NULL,NULL,609.61,2000,"SD664856","SD 66450 85624","SD682867",297,313,"small cairn","cairn is 12m SE of trig point at SD 66448 85635 and 15cm higher","Leica NA730/Leica 530","2016-09-06 00:00:00","Promoted to Nuttall and Hewitt September 2016. See Database Notes.","98","OL2W",366449,485624,54.265178,-2.516612,"SD6644985624","E",0,NULL,"{Ma,Sim,Hew,N}"
2799,"Birks Fell",35.2,NULL,NULL,610.4,2003,"SD918763","SD 91879 76368","SD 8364 7603",452.2,158.2,"cairn at 610m spot height","measurements showed this as the highest point and >610m","Leica Runner 20","2020-01-05 00:00:00","See Database Notes","98","OL30S",391879,476359,54.182957,-2.125935,"SD9187976359","E",0,NULL,"{Ma,Sim,Hew,N}"
2807,"Kinder Scout",36,NULL,NULL,636.3,2088,"SK084875","SK 08484 87560","SD 89482 48616",139.6,496.6,"grassy prominence on peat mound","cairn 35m SW (SK 08462 87538) 69cm lower; cairn 200m E (SK 08678 87549) 47cm lower; cairn 475m ENE (SK 08953 87619) about 75cm lower; ground 340m WSW (SK 08180 87395) 30cm lower","Leica NA730/Leica 530","2011-04-25 00:00:00",NULL,"110","OL1W",408484,387557,53.384808,-1.87391,"SK0848487557","E",0,NULL,"{Ma,Sim,Hew,N,CoH,CoU,CoA}"
2808,"Bleaklow Head",36,2807,NULL,633,2077,"SK094960","SK 09462 96068","SK064900",505,128,"tiny cairn on peat hag","cairn is 0.75m higher than top of large cairn 50m W at SK 09415 96075","Abney level","2020-01-05 00:00:00","Nuttalls give the large cairn at SK092959 but mention that the new location is slightly higher. Bridge also gave this position together with an alternative at SK115963. Dropped from Trail 100 list Jan 2020","110","OL1W",409462,396065,53.461267,-1.858959,"SK0946296065","E",0,NULL,"{Hu,Sim,Hew,N}"
2809,"Higher Shelf Stones",36,2807,NULL,622,2041,"SK088947","SK 08890 94793","SK 0906 9519",601.9,20,"boulder 4m NW of trig point","top of boulder is 1m higher than trig point base; boulder 25m S at SK 08891 94768 is as high","Abney level","2020-09-15 00:00:00",NULL,"110","OL1W",408890,394790,53.449816,-1.86761,"SK0889094790","E",0,NULL,"{N,sSim}"
2877,"High Willhays",40,NULL,NULL,622,2041,"SX580892","SX 58027 89220","ST 6512 1193",85.1,537,"large cairn on rock tor",NULL,"Abney level","2020-03-31 00:00:00",NULL,"191","OL28N",258024,89214,50.685203,-4.011163,"SX5802489214","E",0,NULL,"{Ma,Sim,Hew,N,CoH,CoU,CoA}"
2878,"Yes Tor",40,2877,NULL,618.6,2030,"SX580901","SX 58093 90152","SX 5795 8995",595,23.7,"trig point on rock tor",NULL,"obvious summit","2020-03-31 00:00:00",NULL,"191","OL28N 113",258090,90146,50.693595,-4.010588,"SX5809090146","E",0,NULL,"{N,sSim}"
2927,"Wether Hill",34.3,2528,NULL,674,2211,"NY454163","NY 45465 16305","NY452159",655,19,"no feature","ground c 50m N is 20cm lower; ground c 100m ENE is 1m lower; summit is 3-4m higher than ground 400m N (Hill 2557)","Abney level","2012-03-28 00:00:00","Replaced 2557 as the Nuttall top in March 2012. See Database Notes.","90","OL5S",345464,516306,54.539074,-2.844408,"NY4546416306","E",0,NULL,"{N,Sy}"
2930,"Tinside Rigg",35.1,2711,NULL,624,2047,"NY775199","NY 77547 19904","NY 77914 20051",604.7,19.3,"embedded rock 3m W of pile of stones",NULL,"Leica NA730/Leica GS15","2016-11-18 00:00:00","Promoted to Nuttall November 2016; summit measured as 624.0m","91","OL19N",377547,519905,54.573862,-2.34884,"NY7754719905","E",0,NULL,"{N}"
3320,"Honister Crag [Black Star]",34.2,2367,NULL,634,2080,"NY212141","NY 21247 14152","NY 2109 1410",613.1,20.9,"rock outcrop at cliff edge",NULL,"Abney level/Leica RX1250","2021-10-30 00:00:00","New Nuttall November 2004.","89 90","OL4S",321246,514153,54.516539,-3.218061,"NY2124614153","E",0,NULL,"{N,sSim,B,Sy}"
3662,"Castell y Gwynt",30.2,1967,NULL,972,3189,"SH653581","SH 65400 58185","SH 65428 58209",956,16,"no feature: rock pinnacle",NULL,"Abney level/Leica Disto A8","2007-12-22 00:00:00","New Nuttall 2 Sep 2007, drop 16.0m","115","OL17W",265397,358182,53.103818,-4.012035,"SH6539758182","W",0,NULL,"{N}"
5603,"Fan Brycheiniog - Twr y Fan Foel",32.1,NULL,NULL,802.5,2633,"SN824220","SN 82437 22065","SN870195",378,425,"cairn","cairn is 0.75m higher than knoll by trig point 290m SSW (hill 2230) at SN 82537 21798","Leica NA730","2014-12-21 00:00:00","Replaces hill 2230 as Marilyn/Hewitt/Nuttall. See Database Notes; height determined from line survey to trig point","160","OL12W",282434,222060,51.884672,-3.709565,"SN8243422060","W",0,NULL,"{Ma,Sim,Hew,N}"
19413,"Foel Cedig",30.5,NULL,NULL,667.4,2190,"SH981283","SH 98173 28331","SH944273",487.4,180,"rock in small knoll",NULL,"Trimble GeoXH 6000","2018-08-26 00:00:00","Replaced 2015 Cyrniau Nod as Marilyn, Simm and Nuttall in August 2018","125","255",298170,328327,52.84281,-3.513308,"SH9817028327","W",0,NULL,"{Ma,Sim,Hew,N}"
